"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0328157525235","15.3346220528287","13.9737609645127","12.9428525817511","12.80018769042","12.3439645533596","13.4505186399044","14.1883166576514","14.4839462856524","14.6855117580624","13.9367649041116","14.9539313132391","",
"Africa Western and Central","AFW","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.6448213941234","85.6325633779635","","","","760.711066884473","240.083463604787","180.886396771449","147.780308362234","194.735966563136","223.247381344553","131.074912162873","119.007813439182","66.8015371647774","56.6608937071859","46.5316593369036","37.1534956334183","21.4383279074087","20.7080593979415","20.844432412258","31.9407617358022","35.3911511904958","33.6661054962854","31.3320988964253","34.7550541132254","33.94364041394","44.6603330524108","60.3309740494639","51.6287108282715","67.5952079484954","78.6879792945006","125.882706462347","",
"Albania","ALB","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4538639208255","102.519434311342","64.4704411333546","46.6084962607158","18.8339089219613","15.0396140985011","22.3694743859096","23.7786784966771","23.5169217207245","31.2984369032889","28.5148942075257","26.4836764719387","26.906719150872","21.8078627475742","25.8843392243347","27.4843913481842","27.0298335953975","32.8810136001664","38.8531585672736","46.0423493773593","50.2880563701202","60.3897701321524","66.53343215432","63.7664595243345","73.313551445325","70.651576129568","75.0984101960055","65.2388316475005","62.8795883763125","74.1883076594627","",
"Andorra","AND","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","19.3878463641955","18.8909751518718","20.1576140700061","13.9876910704174","10.7299634680028","14.8670877223739","18.5632714483671","20.7240052366939","23.4034688444464","30.858252073302","35.8155600379831","46.6013548308641","55.2560428399715","47.0146805803112","65.4171972580427","61.1392424675637","49.7423000926157","55.4286288043483","48.8877119087842","93.3336865626537","46.2283306008647","35.7191930020236","30.5551426163691","27.6719318453773","29.5945044681267","38.9848417579252","41.6825294657416","44.742849204167","48.5365413234134","55.0294127610094","54.2417099417586","58.4932935172091","159.890183546743","133.474955613907","114.783966038451","74.2469415660219","52.8927514497342","43.1591873972818","36.8066405169797","41.4356014785929","30.9578740838785","27.7397316089295","26.2815033344271","27.878287954302","29.8799341576294","30.3655529010355","33.3080340954957","36.0183270346162","54.8899885388372","64.9077219846265","66.9392866938621","",
"Armenia","ARM","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.160049321457","16.3467495701756","24.5820006708766","31.7076435721137","36.7643608733105","41.1894948588224","53.8084288501274","51.6822939077758","64.6369814678621","69.9371558433651","68.8336104106055","56.5888045570056","38.5750301830878","31.9881908994372","31.7603364781345","29.2430682607578","54.7919798640002","64.8981606877843","70.564294282139","69.1932646471985","73.5435572836875","70.522975109356","80.4154627750131","91.329464232523","85.715688655766","84.7327024153774","86.1300604832","105.213077575076","",
"American Samoa","ASM","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
