"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Australia","AUS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20511066825466","1.97798214987462","1.72966845128992","1.8917003267188","1.79790169140973","1.97853808599671","1.94620192097826","1.97963747073033","1.79695225062082","2.04915993224892","1.90612251818372","1.80779295258748","1.88646510766304","1.53891913759583","1.32296065112602","1.28354163132591","1.36897541203237","1.21914260425785","1.22349716460392","1.20914803705161","1.0426687589854","1.10036373233084","1.06095232215612","1.05354086052873","1.02981697312974","0.986106799795542","0.935592108218744","0.846057447544743","0.887616041238079","0.892743778567801","0.866670711129985","",
"Austria","AUT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15225958103842","1.32515118945828","1.23867664384522","1.01367331260456","1.10730614435371","0.976206469170086","1.23474466727498","0.82162384491825","0.957585908513983","0.745238299882898","1.01620021424475","0.864437118682894","0.799075236375675","0.611556834117043","0.718040212685945","0.654255520220373","0.736239709993971","0.541273226184489","0.695316503876689","0.609125560843403","0.689659682673311","0.887206377570666","0.929167994749613","0.724621505059903","0.522332318267528","0.53003531533126","0.617332925131463","0.793659612090928","0.967228607743025","0.859844459720642","0.721709006928406","",
"Azerbaijan","AZE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.54246849059433","4.8518981862463","7.54825664715005","6.30460972487369","6.49426370406773","5.69744288988708","5.09193618072707","3.58329417785353","3.504423019904","3.00467114619265","2.78231134482526","2.6594138676234","2.56129437185766","","","","","2.16637856124266","2.17640955675039","","2.28066203411804","2.30694959271406","2.18032261003182","2.35470435301728","2.48274283328929","2.1927224270091","1.7358184913149","1.84859480386409","1.97999163177141","1.67202128164611","2.26842913747913","",
"Burundi","BDI","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40774856824449","5.45056120864937","5.72920311965268","4.53738639063609","6.05453736564886","","","","","",
"Belgium","BEL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03604322118714","1.01830519039547","1.200135379435","1.43011696376172","1.18157813347875","1.39402868793235","1.17551807285567","1.41826143644453","","","2.06184644573658","2.73281606229115","3.07770114827197","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1274974068","","","","",
"Burkina Faso","BFA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.634502436611376","0.640082233972341","0.598592111354095","0.469380905212251","0.498945237000072","0.659555211401829","1.02792938601642","0.891613012477695","0.788198249930744","0.55963484448214","0.693972911642403","0.708730048883044","0.739223164024124","0.646029930732339","1.12086279620408","1.25044051977478","","","","",
"Bangladesh","BGD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61871846169568","2.82730148394355","2.64421108709179","2.57508631954938","2.84845734609229","2.58351275093366","2.95626304621377","2.7078295830431","2.8405278727785","2.89121530031959","2.70234680592128","2.65687461214555","2.72439987427497","2.87572621497027","2.92135412465076","2.58229609666842","2.27311353399455","2.22249468847879","2.37332879620618","","","",
"Bulgaria","BGR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.567447525105","4.27740390099236","5.32480197096047","5.71359142131067","5.80543166570342","5.89547701151826","5.28221882134161","4.84668167920228","4.68193041520858","4.05354899370956","4.15106319105981","3.88364204925164","3.24170042060745","3.16491946881632","3.15057013698524","2.58879838646311","2.43741989930573","2.33611709621965","2.28599255404379","2.00708930704439","1.99326304028371","1.73473420348324","1.92255066023253","1.49518003339327","1.54575546590174","1.75006343979969","1.10459416091951","1.450203394546","1.30466659387005","1.18569446767818","0.99302793646636","",
"Bahrain","BHR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.886999776476056","1.38250201758888","1.00852709660177","","","","1.2902300910329","1.08822809260821","","","","","0.386128712144906","0.53828797509521","1.09697698457904","0.161178017897207","0.704141053535844","0.538485563202051","0.532307652530857","0.598769678004121","0.583152859672283","0.701364083005036","0.334654773482223","0.382301967580793","0.12186472528035","","",
"Bahamas, The","BHS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5625519558829","10.7276816330596","15.4119115281098","12.9120321694059","18.8508930610588","14.2765874672977","17.9590111979717","16.0076279827257","","","24.8284655001761","14.2093332187775","16.9019394975573","15.9681658645325","13.797731527503","16.0074865783382","18.4272215374949","23.1188516451434","21.2406890130354","24.8855835240275","26.4836477562152","35.3186885920636","30.5296481389292","32.4107614622428","33.4569983136594","39.0165686798503","29.3710623592637","31.9581714686875","23.5974431781348","24.3911206051052","18.5633493368053","",
"Bosnia and Herzegovina","BIH","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63551642663409","","","","","","","","","","2.6391723555493","2.18345611279841","2.39400604725928","","1.80649562695228","","","1.75401716438675","1.75800244042702","1.90045624333335","1.51127600811555","1.39299617909342","1.7475863890205","1.29848207445496","1.4359126344804","1.66211674358088","1.32889855277041","1.25315750936735","1.17331026023721","1.27234248551499","1.31064994521178","",
"Belarus","BLR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.00436650679949","4.57641806218712","5.84971664327108","7.45920157140513","8.20119743418267","9.52607196590143","9.65668590105939","10.2004187466713","10.3911881119994","9.81415576092958","10.2617246281898","9.87626739061371","10.1478237278897","","","","","6.84562039568741","5.83950563083851","5.16263957810952","4.25663993369408","3.96163017789313","3.61047441102809","3.53371814427375","3.6048483938598","3.45360055867816","3.25017748933423","2.53961992259873","2.39087279022789","2.38034558174535","","",
"Belize","BLZ","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5783834054426","25.0913481895024","33.1571304980811","24.8674970678623","28.5697753475387","28.5414273532583","31.5784415352615","32.4381084235414","33.5699526109601","30.8274141520078","40.004341556448","37.5489044198694","42.8992813630729","28.636967142696","34.8081026471138","32.9707474662396","37.4593850689063","37.7885702880713","37.3298944582075","34.3280790877953","25.6525686520581","",
"Bermuda","BMU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62258640272595","4.83777333419338","1.60279527495953","4.7808764940239","9.50856563287428","","6.27254194762427","3.12051426075017","0","3.09099901088032","0","4.59207102403184","1.52318284286846","3.03324435816549","1.51157869278675","3.01841231512225","4.52898550724638","4.53679339442882","7.58265089475281","9.13589645984012","10.7053281947758","12.293318581351","9.26827007739006","7.7662664450692","6.24629126456167","6.27992778083052","12.6262626262626","7.93147208121827","","0","","",
"Bolivia","BOL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.17310527987259","5.42974678162864","6.40587346228884","4.79162592903813","7.00071970177976","","",
"Brazil","BRA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6648020844954","18.5617163297874","16.8332323140629","17.8596841146074","18.7235170363501","20.9851338582769","23.6272971082859","24.2253639794105","24.7076817678624","24.9038592300217","25.9596727482747","27.0632442028858","27.6878054065612","28.0865806801331","26.3001608764004","25.5701603658936","26.1283369384486","25.1043434942784","26.1078505908352","26.5418163064005","26.717095855717","26.4451415756777","28.2948297576345","28.2760436663095","29.4594086800843","28.4557634191429","29.689121410773","30.6918279543765","26.7246773895098","20.8827768046228","22.4511350612572","",
"Barbados","BRB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0301648315851","8.01796023091726","8.36851915249724","7.95849455601075","7.55021839006693","6.39205880694102","","","7.425724193752","8.50418738792036","7.36618405884108","9.17451393425176","9.14334200122155","12.0292639184051","7.99177573624234","10.4950781702374","12.6137489863952","8.97018668752534","8.21587020353925","6.75899212755285","10.9878035380727","9.54107432496899","7.75472509499538","8.44196500805504","8.77731940665321","10.8647271376351","7.69774456084367","10.4811182654448","9.76835054423667","16.7235150041286","14.2672712277857","",
"Brunei Darussalam","BRN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.95450068938349","2.56441489668613","1.25338806461215","1.2261889434543","1.20060270255668","","","0.849148728399779","0.556430387776337","0.547777120445233","0.810237075368253","0.800070406195745","0.263561560073586","0.781449432407229","0.257311506455946","0.254008895391517","1.00251380336193","0.49454272107296","","","","","","","","",
"Bhutan","BTN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76789041467518","2.2445135671493","5.05121369440157","3.56747216432903","3.76006993730083","2.9927295376794","2.21618516965821","1.2687756134077","1.94904833285493","2.24957863661691","3.04561313268383","3.14755575729363","3.08429041029179","0.79638124362895","2.34811970401168","1.69558408247321","1.36902118027879","2.10566529246939","2.68012286874396","2.35873742682386","2.33405591814466","4.6156264919652","4.70365545296202","3.37916323470401","","1.6486120747096","1.22165422841676","1.74364875939391","1.19300738604128","1.04836363541058","2.46237746432145","",
"Botswana","BWA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.718893348795","14.9591965914151","17.9890647243089","14.6697909356551","16.1749608271352","14.2163754125336","14.9296865085755","14.6687575301362","14.7939974251278","15.248305827671","","","","","","","","","","","",
"Central African Republic","CAF","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.120400654","","","","","",
"Canada","CAN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38550631718019","2.70359301415948","2.59704277255043","2.19280085963398","2.06508954346068","2.01274489267698","2.15222986629696","1.97025268120794","1.86196305265745","1.77873048210427","1.78499161397209","1.79403726778875","1.86668531213737","1.74351879440217","1.96445190691704","2.06439975882588","1.86864219847722","1.81289276496362","1.84176215483532","1.80761666246816","1.62822732372785","1.75453042338383","1.56920999239706","1.44206789703295","1.463646962969","1.69319016679533","1.68210696100387","1.81585088635439","1.78019654340856","1.83635642507433","1.96862092434198","",
"Central Europe and the Baltics","CEB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","","1.3","1.3","","","","","","",
"Switzerland","CHE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.65342101074228","1.45858988887629","1.36907532652447","1.52862080406328","1.15300241107217","1.17217893340008","1.17930778043335","1.23081223846124","1.07166400513271","1.25087297581697","0.965877372208824","1.19790939737636","1.19107337593683","","","","","","","0.661143996903253","0.665926122668202","0.581763877724362","0.561937640905863","0.702933427518191","0.499634231184171","0.687013930111399","0.536998286975464","0.532179284814903","0.586468024473076","0.535421570575372","0.543062674747747","",
"Channel Islands","CHI","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.659308780674341","1.307198086262","","0.639218619159939","","0","","","","","","","","","","","",
"Chile","CHL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.23666473623485","","3.55935373753461","3.60756823791754","3.7265124604353","3.51921849409169","3.73086068468755","3.17069021002804","3.69046856417098","2.49420141274097","3.16421279877411","2.46635939282286","3.39466812277524","3.40489619679685","4.21755091312143","4.40489448382272","3.96263514709634","4.84405668508855","",
"China","CHN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20449248281803","2.03022255561552","2.065775141032","","","","","2.00986382051266","1.85455292957088","1.8676809685189","1.56074306037803","1.34286341324616","1.19755372649013","1.09421793405094","1.07752935764256","0.979682650091451","0.87286746536672","0.8153408288513","0.764431883940905","0.720495296377616","0.653944197468834","0.610586892294982","0.562271460841508","0.527090789337537","","","",
"Cote d'Ivoire","CIV","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.95862870202445","4.73980956637962","6.3028786915933","5.96397722046401","","","","","4.03060894294476","6.452779349004","4.91120598571296","3.99399379864302","4.09582994709817","","0.934667903896564","1.15458691198047","1.15353033151584","1.38809341502324","","","","",
"Congo, Dem. Rep.","COD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.4988272360372","84.1984828158551","81.8765177542826","81.0486436627319","75.7264371481758","61.2853342034436","62.9780889923282","61.4996319432587","60.1835450852794","62.4495698249012","66.9670033773686","69.1574682762471","69.4477012962552","56.7039643743959","48.0321859851873","42.46650308313","40.459804298989","39.3209380542725","36.4704783905411","35.3452087454464","34.1841604810009","35.3176299270826","35.6803966236361","33.1623547504347","28.4088816260262","26.8977706057872","25.7436173182433","25.0195032312923","25.3438025965457","23.9970871350325","22.6402261318364","",
"Comoros","COM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33388898149692","4.59902018969863","9.50254192996627","7.45996662197791","","","","","","","10.5522335561027","12.5415801619214","8.76624614094599","11.6730052340249","7.06978059494064","6.80442250682281","6.18253760437578","6.47495989122067","",
"Costa Rica","CRI","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.45593370083566","4.12231662951897","4.86836400149094","4.74453918366645","5.26189643951754","5.18964192598894","5.20322732239444","5.64675209575171","5.88870401980287","6.30561163403363","6.28411942451599","6.37073092858485","6.29126815872138","7.20451925083566","6.62697424663137","7.81705022326429","8.07746821309144","8.37755577885614","11.47178780419","11.6131455498758","11.5131589726941","10.23076195866","8.68173505861664","8.66702614088957","9.94705331578871","11.4897360764305","11.7975170512902","12.1819289266266","11.7013035252127","11.153901854777","11.1893844542937","",
"Caribbean small states","CSS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","27.4","31.5","","","","","","",
"Cuba","CUB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2684035391425","7.43328212215941","8.31298834769992","7.82495178745961","6.69147937913675","6.79725525558863","7.41028885088524","5.49407276155102","5.27572967520649","5.41887646358927","5.90196277316891","5.71724484011974","5.86647424631139","6.07374485263443","5.11488920270865","5.04838764008942","4.58308397055257","5.03264045899106","4.49855257957249","4.75229718837545","5.51651258333398","5.97373577049935","5.30649004073527","5.4658912930471","5.04626863722869","","","","","",
"Curacao","CUW","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6684176220237","30.2133527525139","33.4833595489869","31.8538143000319","19.9790987889592","13.5529921995","19.0366015273212","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.90295175247955","7.53579502637528","3.59919378059315","6.88041832943443","6.55286524032633","6.21871210472311","2.93556436224864","5.5317383487761","2.6089225150013","0","9.45514714572746","4.55228296990941","0","6.43445435827042","10.4386312866657","6.0900103530176","1.97125904315086","3.82555470543229","7.43011052289403","14.4610545724047","15.8808582721626","","","8.34264929170908","8.21719694977649","","","","","","","",
"Cyprus","CYP","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.652217016081063","0.127694187743656","0.249809520240816","0.610687022900763","0.836216288537625","1.05215042010028","1.14491668441288","0.673257105667703","0.770322765238635","1.07985646547861","0.848097293721536","0.728958609730139","0.204714995782871","","1.58351560257717","1.94617464776672","1.43470925138784","1.22213991057696","0.832125210805053","1.7302786932571","0.719025504733435","0.800115927907777","1.93824743666777","1.0490739299883","0.95461499943157","1.29200413096787","1.11093165292102","0.59337874093508","1.26128641123655","1.25148718393691","1.24237903990604","",
"Czech Republic","CZE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99788359461533","1.69913855606047","1.67144881376408","1.80879997632116","1.68551668448406","1.66886529967193","1.85628396829584","1.31437786260545","1.35579809493786","1.59193197157063","1.30866480640941","1.05281987567952","1.26230639497043","1.21650566471656","1.09349717374145","0.896249149635946","0.977552917407029","0.813892039303036","0.992316446501574","0.850136999577482","0.764792792139516","0.830079829154479","0.612117977170448","0.620240593205621","","0.907456891353928","0.719022592436891","",
"Germany","DEU","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17767625727756","1.41777357944591","1.44816677218608","1.67602161505894","2.41114611114916","2.50435510680711","2.36462532321157","2.21132258589606","1.96799439173194","1.62919407663859","1.67565749870305","1.44989998882067","1.43741732704055","1.34412602407975","1.36196940972613","1.27936882118626","1.21268306926894","1.09254877307511","1.02509381551279","0.992583914842678","0.981107785998394","0.91273793689738","0.813855259658174","0.840166637320377","0.879062918928422","0.833869163556235","1.17162164480349","0.983565991452848","0.947976619095043","0.745955502305481","0.933353042757774","",
"Djibouti","DJI","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.823618255133","10.0246319527983","2.87150035893754","1.43531742044753","12.8865979381443","11.4119425979287","11.3657351499567","11.3346557098328","7.07033569953901","9.88742460838736","9.88295754563809","18.3491418247516","21.1634239598177","8.46119133574007","","","12.6598303582732","12.6448893572181","22.438189799038","26.5883011474951","18.1498338592131","18.1038324420677","20.8359378255615","",
"Denmark","DNK","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7974920625226","1.31913171646583","1.1988427686771","1.3678190702876","1.43917085337459","1.12752304781328","1.29404092252177","1.66738888605728","0.924462019704248","0.977118331472737","1.08589992645836","0.970500698107281","0.893389254537394","","","","","","","","0.756096160309668","0.823932738430014","0.837653934505086","0.851342780400386","1.30645127404599","1.08988089535473","0.980504420499126","1.23860029792698","1.00832195928778","1.14347551065277","0.949552355122913","",
"Dominican Republic","DOM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.488974147686","10.8931300255023","12.3236476088745","13.0796241970184","12.8784911165908","12.9766171920562","12.8395317059124","13.6467217981242","12.7767374205469","14.2834933458398","12.734632700048","14.6590694711526","21.4907556418601","24.9486207724958","26.3156101253322","23.2571232261969","22.6044817480856","25.3116938439613","24.799681227508","25.5180004532178","25.60831466209","22.8377724673132","19.6850667968654","17.8058789306478","","15.5418418890724","11.5665096658829","10.0497339502314","9.5540004490194","8.85885420814933","",
"Algeria","DZA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.927439538299195","0.793163550675366","0.944412023470712","0.78395009073727","0.705997765100146","0.763745273712395","1.39899800178681","1.25851678291123","1.48238779429123","1.36427639736388","","","","1.32627060556494","1.32265953172425","",
